Age,Height (cm),Weight (kg),Sex,Activity Level,Pregnant,Calories (kcal),Protein (g),Carbohydrates (g),Fats (g),Water (L),Vitamin A (mcg),Vitamin B12 (mcg),Vitamin C (mg),Vitamin D (IU),Calcium (mg),Iron (mg),Magnesium (mg),Zinc (mg),Omega-3 (mg)
33,155,90,Female,Sedentary,0,1851,108,231.4,51.4,3,700,2.4,75,600,1000,18,310,8,250
33,155,90,Female,Sedentary,1,1851,108,231.4,51.4,3.8,770,2.6,85,600,1000,27,350,11,300
33,155,90,Female,Moderate,0,2391,108,298.9,66.4,3,700,2.4,75,600,1000,18,310,8,250
33,155,90,Female,Moderate,1,2391,108,298.9,66.4,3.8,770,2.6,85,600,1000,27,350,11,300
33,155,90,Female,Heavy,0,2931,108,366.4,81.4,3,700,2.4,75,600,1000,18,310,8,250
33,155,90,Female,Heavy,1,2931,108,366.4,81.4,3.8,770,2.6,85,600,1000,27,350,11,300
33,155,95,Male,Sedentary,NULL,2110,114,263.8,58.6,3.7,900,2.4,90,600,1000,8,400,11,250
33,155,95,Male,Moderate,NULL,2726,114,340.8,75.7,3.7,900,2.4,90,600,1000,8,400,11,250
33,155,95,Male,Heavy,NULL,3341,114,417.6,92.8,3.7,900,2.4,90,600,1000,8,400,11,250
33,155,95,Female,Sedentary,0,1911,114,238.9,53.1,3,700,2.4,75,600,1000,18,310,8,250
33,155,95,Female,Sedentary,1,1911,114,238.9,53.1,3.8,770,2.6,85,600,1000,27,350,11,300
33,155,95,Female,Moderate,0,2468,114,308.5,68.6,3,700,2.4,75,600,1000,18,310,8,250
33,155,95,Female,Moderate,1,2468,114,308.5,68.6,3.8,770,2.6,85,600,1000,27,350,11,300
33,155,95,Female,Heavy,0,3026,114,378.2,84.1,3,700,2.4,75,600,1000,18,310,8,250
33,155,95,Female,Heavy,1,3026,114,378.2,84.1,3.8,770,2.6,85,600,1000,27,350,11,300
33,155,100,Male,Sedentary,NULL,2170,120,271.2,60.3,3.7,900,2.4,90,600,1000,8,400,11,250
33,155,100,Male,Moderate,NULL,2803,120,350.4,77.9,3.7,900,2.4,90,600,1000,8,400,11,250
33,155,100,Male,Heavy,NULL,3436,120,429.5,95.4,3.7,900,2.4,90,600,1000,8,400,11,250
33,155,100,Female,Sedentary,0,1971,120,246.4,54.8,3,700,2.4,75,600,1000,18,310,8,250
33,155,100,Female,Sedentary,1,1971,120,246.4,54.8,3.8,770,2.6,85,600,1000,27,350,11,300
33,155,100,Female,Moderate,0,2546,120,318.2,70.7,3,700,2.4,75,600,1000,18,310,8,250
33,155,100,Female,Moderate,1,2546,120,318.2,70.7,3.8,770,2.6,85,600,1000,27,350,11,300
33,155,100,Female,Heavy,0,3121,120,390.1,86.7,3,700,2.4,75,600,1000,18,310,8,250
33,155,100,Female,Heavy,1,3121,120,390.1,86.7,3.8,770,2.6,85,600,1000,27,350,11,300
33,160,45,Male,Sedentary,NULL,1548,54,193.5,43,3.7,900,2.4,90,600,1000,8,400,11,250
33,160,45,Male,Moderate,NULL,1999,54,249.9,55.5,3.7,900,2.4,90,600,1000,8,400,11,250
33,160,45,Male,Heavy,NULL,2451,54,306.4,68.1,3.7,900,2.4,90,600,1000,8,400,11,250
33,160,45,Female,Sedentary,0,1348,54,168.5,37.4,3,700,2.4,75,600,1000,18,310,8,250
33,160,45,Female,Sedentary,1,1348,54,168.5,37.4,3.8,770,2.6,85,600,1000,27,350,11,300
33,160,45,Female,Moderate,0,1742,54,217.8,48.4,3,700,2.4,75,600,1000,18,310,8,250
33,160,45,Female,Moderate,1,1742,54,217.8,48.4,3.8,770,2.6,85,600,1000,27,350,11,300
33,160,45,Female,Heavy,0,2135,54,266.9,59.3,3,700,2.4,75,600,1000,18,310,8,250
33,160,45,Female,Heavy,1,2135,54,266.9,59.3,3.8,770,2.6,85,600,1000,27,350,11,300
33,160,50,Male,Sedentary,NULL,1608,60,201,44.7,3.7,900,2.4,90,600,1000,8,400,11,250
33,160,50,Male,Moderate,NULL,2077,60,259.6,57.7,3.7,900,2.4,90,600,1000,8,400,11,250
33,160,50,Male,Heavy,NULL,2546,60,318.2,70.7,3.7,900,2.4,90,600,1000,8,400,11,250
33,160,50,Female,Sedentary,0,1408,60,176,39.1,3,700,2.4,75,600,1000,18,310,8,250
33,160,50,Female,Sedentary,1,1408,60,176,39.1,3.8,770,2.6,85,600,1000,27,350,11,300
33,160,50,Female,Moderate,0,1819,60,227.4,50.5,3,700,2.4,75,600,1000,18,310,8,250
33,160,50,Female,Moderate,1,1819,60,227.4,50.5,3.8,770,2.6,85,600,1000,27,350,11,300
33,160,50,Female,Heavy,0,2230,60,278.8,61.9,3,700,2.4,75,600,1000,18,310,8,250
33,160,50,Female,Heavy,1,2230,60,278.8,61.9,3.8,770,2.6,85,600,1000,27,350,11,300
33,160,55,Male,Sedentary,NULL,1668,66,208.5,46.3,3.7,900,2.4,90,600,1000,8,400,11,250
33,160,55,Male,Moderate,NULL,2154,66,269.2,59.8,3.7,900,2.4,90,600,1000,8,400,11,250
33,160,55,Male,Heavy,NULL,2641,66,330.1,73.4,3.7,900,2.4,90,600,1000,8,400,11,250
33,160,55,Female,Sedentary,0,1468,66,183.5,40.8,3,700,2.4,75,600,1000,18,310,8,250
33,160,55,Female,Sedentary,1,1468,66,183.5,40.8,3.8,770,2.6,85,600,1000,27,350,11,300
33,160,55,Female,Moderate,0,1897,66,237.1,52.7,3,700,2.4,75,600,1000,18,310,8,250
33,160,55,Female,Moderate,1,1897,66,237.1,52.7,3.8,770,2.6,85,600,1000,27,350,11,300
33,160,55,Female,Heavy,0,2325,66,290.6,64.6,3,700,2.4,75,600,1000,18,310,8,250
33,160,55,Female,Heavy,1,2325,66,290.6,64.6,3.8,770,2.6,85,600,1000,27,350,11,300
33,160,60,Male,Sedentary,NULL,1728,72,216,48,3.7,900,2.4,90,600,1000,8,400,11,250
33,160,60,Male,Moderate,NULL,2232,72,279,62,3.7,900,2.4,90,600,1000,8,400,11,250
33,160,60,Male,Heavy,NULL,2736,72,342,76,3.7,900,2.4,90,600,1000,8,400,11,250
33,160,60,Female,Sedentary,0,1528,72,191,42.4,3,700,2.4,75,600,1000,18,310,8,250
33,160,60,Female,Sedentary,1,1528,72,191,42.4,3.8,770,2.6,85,600,1000,27,350,11,300
33,160,60,Female,Moderate,0,1974,72,246.8,54.8,3,700,2.4,75,600,1000,18,310,8,250
33,160,60,Female,Moderate,1,1974,72,246.8,54.8,3.8,770,2.6,85,600,1000,27,350,11,300
33,160,60,Female,Heavy,0,2420,72,302.5,67.2,3,700,2.4,75,600,1000,18,310,8,250
33,160,60,Female,Heavy,1,2420,72,302.5,67.2,3.8,770,2.6,85,600,1000,27,350,11,300
33,160,65,Male,Sedentary,NULL,1788,78,223.5,49.7,3.7,900,2.4,90,600,1000,8,400,11,250
33,160,65,Male,Moderate,NULL,2309,78,288.6,64.1,3.7,900,2.4,90,600,1000,8,400,11,250
33,160,65,Male,Heavy,NULL,2831,78,353.9,78.6,3.7,900,2.4,90,600,1000,8,400,11,250
33,160,65,Female,Sedentary,0,1588,78,198.5,44.1,3,700,2.4,75,600,1000,18,310,8,250
33,160,65,Female,Sedentary,1,1588,78,198.5,44.1,3.8,770,2.6,85,600,1000,27,350,11,300
33,160,65,Female,Moderate,0,2052,78,256.5,57,3,700,2.4,75,600,1000,18,310,8,250
33,160,65,Female,Moderate,1,2052,78,256.5,57,3.8,770,2.6,85,600,1000,27,350,11,300
33,160,65,Female,Heavy,0,2515,78,314.4,69.9,3,700,2.4,75,600,1000,18,310,8,250
33,160,65,Female,Heavy,1,2515,78,314.4,69.9,3.8,770,2.6,85,600,1000,27,350,11,300
33,160,70,Male,Sedentary,NULL,1848,84,231,51.3,3.7,900,2.4,90,600,1000,8,400,11,250
33,160,70,Male,Moderate,NULL,2387,84,298.4,66.3,3.7,900,2.4,90,600,1000,8,400,11,250
33,160,70,Male,Heavy,NULL,2926,84,365.8,81.3,3.7,900,2.4,90,600,1000,8,400,11,250
33,160,70,Female,Sedentary,0,1648,84,206,45.8,3,700,2.4,75,600,1000,18,310,8,250
33,160,70,Female,Sedentary,1,1648,84,206,45.8,3.8,770,2.6,85,600,1000,27,350,11,300
33,160,70,Female,Moderate,0,2129,84,266.1,59.1,3,700,2.4,75,600,1000,18,310,8,250
33,160,70,Female,Moderate,1,2129,84,266.1,59.1,3.8,770,2.6,85,600,1000,27,350,11,300
33,160,70,Female,Heavy,0,2610,84,326.2,72.5,3,700,2.4,75,600,1000,18,310,8,250
33,160,70,Female,Heavy,1,2610,84,326.2,72.5,3.8,770,2.6,85,600,1000,27,350,11,300
33,160,75,Male,Sedentary,NULL,1908,90,238.5,53,3.7,900,2.4,90,600,1000,8,400,11,250
33,160,75,Male,Moderate,NULL,2464,90,308,68.4,3.7,900,2.4,90,600,1000,8,400,11,250
33,160,75,Male,Heavy,NULL,3021,90,377.6,83.9,3.7,900,2.4,90,600,1000,8,400,11,250
33,160,75,Female,Sedentary,0,1708,90,213.5,47.4,3,700,2.4,75,600,1000,18,310,8,250
33,160,75,Female,Sedentary,1,1708,90,213.5,47.4,3.8,770,2.6,85,600,1000,27,350,11,300
33,160,75,Female,Moderate,0,2207,90,275.9,61.3,3,700,2.4,75,600,1000,18,310,8,250
33,160,75,Female,Moderate,1,2207,90,275.9,61.3,3.8,770,2.6,85,600,1000,27,350,11,300
33,160,75,Female,Heavy,0,2705,90,338.1,75.1,3,700,2.4,75,600,1000,18,310,8,250
33,160,75,Female,Heavy,1,2705,90,338.1,75.1,3.8,770,2.6,85,600,1000,27,350,11,300
33,160,80,Male,Sedentary,NULL,1968,96,246,54.7,3.7,900,2.4,90,600,1000,8,400,11,250
33,160,80,Male,Moderate,NULL,2542,96,317.8,70.6,3.7,900,2.4,90,600,1000,8,400,11,250
33,160,80,Male,Heavy,NULL,3116,96,389.5,86.6,3.7,900,2.4,90,600,1000,8,400,11,250
33,160,80,Female,Sedentary,0,1768,96,221,49.1,3,700,2.4,75,600,1000,18,310,8,250
33,160,80,Female,Sedentary,1,1768,96,221,49.1,3.8,770,2.6,85,600,1000,27,350,11,300
33,160,80,Female,Moderate,0,2284,96,285.5,63.4,3,700,2.4,75,600,1000,18,310,8,250
33,160,80,Female,Moderate,1,2284,96,285.5,63.4,3.8,770,2.6,85,600,1000,27,350,11,300
33,160,80,Female,Heavy,0,2800,96,350,77.8,3,700,2.4,75,600,1000,18,310,8,250
33,160,80,Female,Heavy,1,2800,96,350,77.8,3.8,770,2.6,85,600,1000,27,350,11,300
33,160,85,Male,Sedentary,NULL,2028,102,253.5,56.3,3.7,900,2.4,90,600,1000,8,400,11,250
33,160,85,Male,Moderate,NULL,2619,102,327.4,72.8,3.7,900,2.4,90,600,1000,8,400,11,250
33,160,85,Male,Heavy,NULL,3211,102,401.4,89.2,3.7,900,2.4,90,600,1000,8,400,11,250
33,160,85,Female,Sedentary,0,1828,102,228.5,50.8,3,700,2.4,75,600,1000,18,310,8,250
33,160,85,Female,Sedentary,1,1828,102,228.5,50.8,3.8,770,2.6,85,600,1000,27,350,11,300
33,160,85,Female,Moderate,0,2362,102,295.2,65.6,3,700,2.4,75,600,1000,18,310,8,250
33,160,85,Female,Moderate,1,2362,102,295.2,65.6,3.8,770,2.6,85,600,1000,27,350,11,300
33,160,85,Female,Heavy,0,2895,102,361.9,80.4,3,700,2.4,75,600,1000,18,310,8,250
33,160,85,Female,Heavy,1,2895,102,361.9,80.4,3.8,770,2.6,85,600,1000,27,350,11,300
33,160,90,Male,Sedentary,NULL,2088,108,261,58,3.7,900,2.4,90,600,1000,8,400,11,250
33,160,90,Male,Moderate,NULL,2697,108,337.1,74.9,3.7,900,2.4,90,600,1000,8,400,11,250
33,160,90,Male,Heavy,NULL,3306,108,413.2,91.8,3.7,900,2.4,90,600,1000,8,400,11,250
33,160,90,Female,Sedentary,0,1888,108,236,52.4,3,700,2.4,75,600,1000,18,310,8,250
33,160,90,Female,Sedentary,1,1888,108,236,52.4,3.8,770,2.6,85,600,1000,27,350,11,300
33,160,90,Female,Moderate,0,2439,108,304.9,67.8,3,700,2.4,75,600,1000,18,310,8,250
33,160,90,Female,Moderate,1,2439,108,304.9,67.8,3.8,770,2.6,85,600,1000,27,350,11,300
33,160,90,Female,Heavy,0,2990,108,373.8,83.1,3,700,2.4,75,600,1000,18,310,8,250
33,160,90,Female,Heavy,1,2990,108,373.8,83.1,3.8,770,2.6,85,600,1000,27,350,11,300
33,160,95,Male,Sedentary,NULL,2148,114,268.5,59.7,3.7,900,2.4,90,600,1000,8,400,11,250
33,160,95,Male,Moderate,NULL,2774,114,346.8,77.1,3.7,900,2.4,90,600,1000,8,400,11,250
33,160,95,Male,Heavy,NULL,3401,114,425.1,94.5,3.7,900,2.4,90,600,1000,8,400,11,250
33,160,95,Female,Sedentary,0,1948,114,243.5,54.1,3,700,2.4,75,600,1000,18,310,8,250
33,160,95,Female,Sedentary,1,1948,114,243.5,54.1,3.8,770,2.6,85,600,1000,27,350,11,300
33,160,95,Female,Moderate,0,2517,114,314.6,69.9,3,700,2.4,75,600,1000,18,310,8,250
33,160,95,Female,Moderate,1,2517,114,314.6,69.9,3.8,770,2.6,85,600,1000,27,350,11,300
33,160,95,Female,Heavy,0,3085,114,385.6,85.7,3,700,2.4,75,600,1000,18,310,8,250
33,160,95,Female,Heavy,1,3085,114,385.6,85.7,3.8,770,2.6,85,600,1000,27,350,11,300
33,160,100,Male,Sedentary,NULL,2208,120,276,61.3,3.7,900,2.4,90,600,1000,8,400,11,250
33,160,100,Male,Moderate,NULL,2852,120,356.5,79.2,3.7,900,2.4,90,600,1000,8,400,11,250
33,160,100,Male,Heavy,NULL,3496,120,437,97.1,3.7,900,2.4,90,600,1000,8,400,11,250
33,160,100,Female,Sedentary,0,2008,120,251,55.8,3,700,2.4,75,600,1000,18,310,8,250
33,160,100,Female,Sedentary,1,2008,120,251,55.8,3.8,770,2.6,85,600,1000,27,350,11,300
33,160,100,Female,Moderate,0,2594,120,324.2,72.1,3,700,2.4,75,600,1000,18,310,8,250
33,160,100,Female,Moderate,1,2594,120,324.2,72.1,3.8,770,2.6,85,600,1000,27,350,11,300
33,160,100,Female,Heavy,0,3180,120,397.5,88.3,3,700,2.4,75,600,1000,18,310,8,250
33,160,100,Female,Heavy,1,3180,120,397.5,88.3,3.8,770,2.6,85,600,1000,27,350,11,300
33,165,45,Male,Sedentary,NULL,1585,54,198.1,44,3.7,900,2.4,90,600,1000,8,400,11,250
33,165,45,Male,Moderate,NULL,2047,54,255.9,56.9,3.7,900,2.4,90,600,1000,8,400,11,250
33,165,45,Male,Heavy,NULL,2510,54,313.8,69.7,3.7,900,2.4,90,600,1000,8,400,11,250
33,165,45,Female,Sedentary,0,1386,54,173.2,38.5,3,700,2.4,75,600,1000,18,310,8,250
33,165,45,Female,Sedentary,1,1386,54,173.2,38.5,3.8,770,2.6,85,600,1000,27,350,11,300
33,165,45,Female,Moderate,0,1790,54,223.8,49.7,3,700,2.4,75,600,1000,18,310,8,250
33,165,45,Female,Moderate,1,1790,54,223.8,49.7,3.8,770,2.6,85,600,1000,27,350,11,300
33,165,45,Female,Heavy,0,2194,54,274.2,60.9,3,700,2.4,75,600,1000,18,310,8,250
33,165,45,Female,Heavy,1,2194,54,274.2,60.9,3.8,770,2.6,85,600,1000,27,350,11,300
33,165,50,Male,Sedentary,NULL,1645,60,205.6,45.7,3.7,900,2.4,90,600,1000,8,400,11,250
33,165,50,Male,Moderate,NULL,2125,60,265.6,59,3.7,900,2.4,90,600,1000,8,400,11,250
33,165,50,Male,Heavy,NULL,2605,60,325.6,72.4,3.7,900,2.4,90,600,1000,8,400,11,250
33,165,50,Female,Sedentary,0,1446,60,180.8,40.2,3,700,2.4,75,600,1000,18,310,8,250
33,165,50,Female,Sedentary,1,1446,60,180.8,40.2,3.8,770,2.6,85,600,1000,27,350,11,300
33,165,50,Female,Moderate,0,1868,60,233.5,51.9,3,700,2.4,75,600,1000,18,310,8,250
33,165,50,Female,Moderate,1,1868,60,233.5,51.9,3.8,770,2.6,85,600,1000,27,350,11,300
33,165,50,Female,Heavy,0,2289,60,286.1,63.6,3,700,2.4,75,600,1000,18,310,8,250
33,165,50,Female,Heavy,1,2289,60,286.1,63.6,3.8,770,2.6,85,600,1000,27,350,11,300
33,165,55,Male,Sedentary,NULL,1705,66,213.1,47.4,3.7,900,2.4,90,600,1000,8,400,11,250
33,165,55,Male,Moderate,NULL,2202,66,275.2,61.2,3.7,900,2.4,90,600,1000,8,400,11,250
33,165,55,Male,Heavy,NULL,2700,66,337.5,75,3.7,900,2.4,90,600,1000,8,400,11,250
33,165,55,Female,Sedentary,0,1506,66,188.2,41.8,3,700,2.4,75,600,1000,18,310,8,250
33,165,55,Female,Sedentary,1,1506,66,188.2,41.8,3.8,770,2.6,85,600,1000,27,350,11,300
33,165,55,Female,Moderate,0,1945,66,243.1,54,3,700,2.4,75,600,1000,18,310,8,250
33,165,55,Female,Moderate,1,1945,66,243.1,54,3.8,770,2.6,85,600,1000,27,350,11,300
33,165,55,Female,Heavy,0,2384,66,298,66.2,3,700,2.4,75,600,1000,18,310,8,250
33,165,55,Female,Heavy,1,2384,66,298,66.2,3.8,770,2.6,85,600,1000,27,350,11,300
33,165,60,Male,Sedentary,NULL,1765,72,220.6,49,3.7,900,2.4,90,600,1000,8,400,11,250
33,165,60,Male,Moderate,NULL,2280,72,285,63.3,3.7,900,2.4,90,600,1000,8,400,11,250
33,165,60,Male,Heavy,NULL,2795,72,349.4,77.6,3.7,900,2.4,90,600,1000,8,400,11,250
33,165,60,Female,Sedentary,0,1566,72,195.8,43.5,3,700,2.4,75,600,1000,18,310,8,250
33,165,60,Female,Sedentary,1,1566,72,195.8,43.5,3.8,770,2.6,85,600,1000,27,350,11,300
33,165,60,Female,Moderate,0,2023,72,252.9,56.2,3,700,2.4,75,600,1000,18,310,8,250
33,165,60,Female,Moderate,1,2023,72,252.9,56.2,3.8,770,2.6,85,600,1000,27,350,11,300
33,165,60,Female,Heavy,0,2479,72,309.9,68.9,3,700,2.4,75,600,1000,18,310,8,250
33,165,60,Female,Heavy,1,2479,72,309.9,68.9,3.8,770,2.6,85,600,1000,27,350,11,300
33,165,65,Male,Sedentary,NULL,1825,78,228.1,50.7,3.7,900,2.4,90,600,1000,8,400,11,250
33,165,65,Male,Moderate,NULL,2357,78,294.6,65.5,3.7,900,2.4,90,600,1000,8,400,11,250
33,165,65,Male,Heavy,NULL,2890,78,361.2,80.3,3.7,900,2.4,90,600,1000,8,400,11,250
33,165,65,Female,Sedentary,0,1626,78,203.2,45.2,3,700,2.4,75,600,1000,18,310,8,250
33,165,65,Female,Sedentary,1,1626,78,203.2,45.2,3.8,770,2.6,85,600,1000,27,350,11,300
33,165,65,Female,Moderate,0,2100,78,262.5,58.3,3,700,2.4,75,600,1000,18,310,8,250
33,165,65,Female,Moderate,1,2100,78,262.5,58.3,3.8,770,2.6,85,600,1000,27,350,11,300
33,165,65,Female,Heavy,0,2574,78,321.8,71.5,3,700,2.4,75,600,1000,18,310,8,250
33,165,65,Female,Heavy,1,2574,78,321.8,71.5,3.8,770,2.6,85,600,1000,27,350,11,300
33,165,70,Male,Sedentary,NULL,1885,84,235.6,52.4,3.7,900,2.4,90,600,1000,8,400,11,250
33,165,70,Male,Moderate,NULL,2435,84,304.4,67.6,3.7,900,2.4,90,600,1000,8,400,11,250
33,165,70,Male,Heavy,NULL,2985,84,373.1,82.9,3.7,900,2.4,90,600,1000,8,400,11,250
33,165,70,Female,Sedentary,0,1686,84,210.8,46.8,3,700,2.4,75,600,1000,18,310,8,250
33,165,70,Female,Sedentary,1,1686,84,210.8,46.8,3.8,770,2.6,85,600,1000,27,350,11,300
33,165,70,Female,Moderate,0,2178,84,272.2,60.5,3,700,2.4,75,600,1000,18,310,8,250
33,165,70,Female,Moderate,1,2178,84,272.2,60.5,3.8,770,2.6,85,600,1000,27,350,11,300
33,165,70,Female,Heavy,0,2669,84,333.6,74.1,3,700,2.4,75,600,1000,18,310,8,250
33,165,70,Female,Heavy,1,2669,84,333.6,74.1,3.8,770,2.6,85,600,1000,27,350,11,300
33,165,75,Male,Sedentary,NULL,1945,90,243.1,54,3.7,900,2.4,90,600,1000,8,400,11,250
33,165,75,Male,Moderate,NULL,2512,90,314,69.8,3.7,900,2.4,90,600,1000,8,400,11,250
33,165,75,Male,Heavy,NULL,3080,90,385,85.6,3.7,900,2.4,90,600,1000,8,400,11,250
33,165,75,Female,Sedentary,0,1746,90,218.2,48.5,3,700,2.4,75,600,1000,18,310,8,250
33,165,75,Female,Sedentary,1,1746,90,218.2,48.5,3.8,770,2.6,85,600,1000,27,350,11,300
33,165,75,Female,Moderate,0,2255,90,281.9,62.6,3,700,2.4,75,600,1000,18,310,8,250
33,165,75,Female,Moderate,1,2255,90,281.9,62.6,3.8,770,2.6,85,600,1000,27,350,11,300
33,165,75,Female,Heavy,0,2764,90,345.5,76.8,3,700,2.4,75,600,1000,18,310,8,250
33,165,75,Female,Heavy,1,2764,90,345.5,76.8,3.8,770,2.6,85,600,1000,27,350,11,300
33,165,80,Male,Sedentary,NULL,2005,96,250.6,55.7,3.7,900,2.4,90,600,1000,8,400,11,250
33,165,80,Male,Moderate,NULL,2590,96,323.8,71.9,3.7,900,2.4,90,600,1000,8,400,11,250
33,165,80,Male,Heavy,NULL,3175,96,396.9,88.2,3.7,900,2.4,90,600,1000,8,400,11,250
33,165,80,Female,Sedentary,0,1806,96,225.8,50.2,3,700,2.4,75,600,1000,18,310,8,250
33,165,80,Female,Sedentary,1,1806,96,225.8,50.2,3.8,770,2.6,85,600,1000,27,350,11,300
33,165,80,Female,Moderate,0,2333,96,291.6,64.8,3,700,2.4,75,600,1000,18,310,8,250
33,165,80,Female,Moderate,1,2333,96,291.6,64.8,3.8,770,2.6,85,600,1000,27,350,11,300
33,165,80,Female,Heavy,0,2859,96,357.4,79.4,3,700,2.4,75,600,1000,18,310,8,250
33,165,80,Female,Heavy,1,2859,96,357.4,79.4,3.8,770,2.6,85,600,1000,27,350,11,300
33,165,85,Male,Sedentary,NULL,2065,102,258.1,57.4,3.7,900,2.4,90,600,1000,8,400,11,250
33,165,85,Male,Moderate,NULL,2667,102,333.4,74.1,3.7,900,2.4,90,600,1000,8,400,11,250
33,165,85,Male,Heavy,NULL,3270,102,408.8,90.8,3.7,900,2.4,90,600,1000,8,400,11,250
33,165,85,Female,Sedentary,0,1866,102,233.2,51.8,3,700,2.4,75,600,1000,18,310,8,250
33,165,85,Female,Sedentary,1,1866,102,233.2,51.8,3.8,770,2.6,85,600,1000,27,350,11,300
33,165,85,Female,Moderate,0,2410,102,301.2,66.9,3,700,2.4,75,600,1000,18,310,8,250
33,165,85,Female,Moderate,1,2410,102,301.2,66.9,3.8,770,2.6,85,600,1000,27,350,11,300
33,165,85,Female,Heavy,0,2954,102,369.2,82.1,3,700,2.4,75,600,1000,18,310,8,250
33,165,85,Female,Heavy,1,2954,102,369.2,82.1,3.8,770,2.6,85,600,1000,27,350,11,300
33,165,90,Male,Sedentary,NULL,2125,108,265.6,59,3.7,900,2.4,90,600,1000,8,400,11,250
33,165,90,Male,Moderate,NULL,2745,108,343.1,76.2,3.7,900,2.4,90,600,1000,8,400,11,250
33,165,90,Male,Heavy,NULL,3365,108,420.6,93.5,3.7,900,2.4,90,600,1000,8,400,11,250
33,165,90,Female,Sedentary,0,1926,108,240.8,53.5,3,700,2.4,75,600,1000,18,310,8,250
33,165,90,Female,Sedentary,1,1926,108,240.8,53.5,3.8,770,2.6,85,600,1000,27,350,11,300
33,165,90,Female,Moderate,0,2488,108,311,69.1,3,700,2.4,75,600,1000,18,310,8,250
33,165,90,Female,Moderate,1,2488,108,311,69.1,3.8,770,2.6,85,600,1000,27,350,11,300
33,165,90,Female,Heavy,0,3049,108,381.1,84.7,3,700,2.4,75,600,1000,18,310,8,250
33,165,90,Female,Heavy,1,3049,108,381.1,84.7,3.8,770,2.6,85,600,1000,27,350,11,300
33,165,95,Male,Sedentary,NULL,2185,114,273.1,60.7,3.7,900,2.4,90,600,1000,8,400,11,250
33,165,95,Male,Moderate,NULL,2822,114,352.8,78.4,3.7,900,2.4,90,600,1000,8,400,11,250
33,165,95,Male,Heavy,NULL,3460,114,432.5,96.1,3.7,900,2.4,90,600,1000,8,400,11,250
33,165,95,Female,Sedentary,0,1986,114,248.2,55.2,3,700,2.4,75,600,1000,18,310,8,250
33,165,95,Female,Sedentary,1,1986,114,248.2,55.2,3.8,770,2.6,85,600,1000,27,350,11,300
33,165,95,Female,Moderate,0,2565,114,320.6,71.2,3,700,2.4,75,600,1000,18,310,8,250
33,165,95,Female,Moderate,1,2565,114,320.6,71.2,3.8,770,2.6,85,600,1000,27,350,11,300
33,165,95,Female,Heavy,0,3144,114,393,87.3,3,700,2.4,75,600,1000,18,310,8,250
33,165,95,Female,Heavy,1,3144,114,393,87.3,3.8,770,2.6,85,600,1000,27,350,11,300
33,165,100,Male,Sedentary,NULL,2245,120,280.6,62.4,3.7,900,2.4,90,600,1000,8,400,11,250
33,165,100,Male,Moderate,NULL,2900,120,362.5,80.6,3.7,900,2.4,90,600,1000,8,400,11,250
33,165,100,Male,Heavy,NULL,3555,120,444.4,98.8,3.7,900,2.4,90,600,1000,8,400,11,250
33,165,100,Female,Sedentary,0,2046,120,255.8,56.8,3,700,2.4,75,600,1000,18,310,8,250
33,165,100,Female,Sedentary,1,2046,120,255.8,56.8,3.8,770,2.6,85,600,1000,27,350,11,300
33,165,100,Female,Moderate,0,2643,120,330.4,73.4,3,700,2.4,75,600,1000,18,310,8,250
33,165,100,Female,Moderate,1,2643,120,330.4,73.4,3.8,770,2.6,85,600,1000,27,350,11,300
33,165,100,Female,Heavy,0,3239,120,404.9,90,3,700,2.4,75,600,1000,18,310,8,250
33,165,100,Female,Heavy,1,3239,120,404.9,90,3.8,770,2.6,85,600,1000,27,350,11,300
33,170,45,Male,Sedentary,NULL,1623,54,202.9,45.1,3.7,900,2.4,90,600,1000,8,400,11,250
33,170,45,Male,Moderate,NULL,2096,54,262,58.2,3.7,900,2.4,90,600,1000,8,400,11,250
33,170,45,Male,Heavy,NULL,2569,54,321.1,71.4,3.7,900,2.4,90,600,1000,8,400,11,250
33,170,45,Female,Sedentary,0,1423,54,177.9,39.5,3,700,2.4,75,600,1000,18,310,8,250
33,170,45,Female,Sedentary,1,1423,54,177.9,39.5,3.8,770,2.6,85,600,1000,27,350,11,300
33,170,45,Female,Moderate,0,1839,54,229.9,51.1,3,700,2.4,75,600,1000,18,310,8,250
33,170,45,Female,Moderate,1,1839,54,229.9,51.1,3.8,770,2.6,85,600,1000,27,350,11,300
33,170,45,Female,Heavy,0,2254,54,281.8,62.6,3,700,2.4,75,600,1000,18,310,8,250
33,170,45,Female,Heavy,1,2254,54,281.8,62.6,3.8,770,2.6,85,600,1000,27,350,11,300
33,170,50,Male,Sedentary,NULL,1683,60,210.4,46.8,3.7,900,2.4,90,600,1000,8,400,11,250
33,170,50,Male,Moderate,NULL,2173,60,271.6,60.4,3.7,900,2.4,90,600,1000,8,400,11,250
33,170,50,Male,Heavy,NULL,2664,60,333,74,3.7,900,2.4,90,600,1000,8,400,11,250
33,170,50,Female,Sedentary,0,1483,60,185.4,41.2,3,700,2.4,75,600,1000,18,310,8,250
33,170,50,Female,Sedentary,1,1483,60,185.4,41.2,3.8,770,2.6,85,600,1000,27,350,11,300
33,170,50,Female,Moderate,0,1916,60,239.5,53.2,3,700,2.4,75,600,1000,18,310,8,250
33,170,50,Female,Moderate,1,1916,60,239.5,53.2,3.8,770,2.6,85,600,1000,27,350,11,300
